Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
92.95,-91.57547,994.6,-23.57143,93.2, -,9.043174
93,-91.57547,994.6,-20.95238,93.2, -,9.043174
93.05,-88.80474,994.5,-18.33333,93.2, -,9.043174
93.1,-91.57547,994.6,-20.95238,93.2, -,9.043174
93.15,-88.80474,994.5,-18.33333,93.2, -,9.043174
93.2,-88.80474,994.5,-18.33333,93.2, -,9.043174
93.25,-91.57547,994.6,-18.33333,93.2, -,9.043174
93.3,-97.11795,994.8,-23.61905,93.2, -,9.043174
93.35,-97.11795,994.8,-23.61905,93.2, -,9.043174
93.4,-99.88969,994.9,-23.61905,93.2, -,9.043174
93.45,-97.11795,994.8,-18.38095,93.2, -,9.043174
93.5,-97.11795,994.8,-15.7619,93.2, -,9.043174
93.55,-97.11795,994.8,-13.14286,93.2, -,9.043174
93.6,-97.11795,994.8,-13.14286,93.2, -,9.043174
93.65,-97.11795,994.8,-13.14286,93.2, -,9.043174
93.7,-97.11795,994.8,-10.52381,93.2, -,9.043174
93.75,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.8,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.85,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.9,-97.11795,994.8,-7.904762,93.2, -,9.043174
93.95,-97.11795,994.8,-7.904762,93.2, -,9.043174
94,-99.88969,994.9,-7.904762,93.2, -,9.043174
94.05,-97.11795,994.8,-5.285714,93.2, -,9.043174
94.1,-97.11795,994.8,-7.904762,93.2, -,9.043174
94.15,-94.34767,994.7,-2.666667,93.2, -,9.043174
94.2,-97.11795,994.8,-7.904762,93.2, -,9.043174
94.25,-94.34767,994.7,-5.285714,93.2, -,9.043174
94.3,-94.34767,994.7,-2.666667,93.2, -,9.043174
94.35,-94.34767,994.7,2.619048,93.2, -,9.043174
94.4,-97.11795,994.8,0,93.2, -,9.043174
94.45,-94.34767,994.7,5.238095,93.2, -,9.043174
94.5,-94.34767,994.7,2.619048,93.2, -,9.043174
94.55,-97.11795,994.8,0,93.2, -,9.043174
94.6,-97.11795,994.8,0,93.2, -,9.043174
94.65,-97.11795,994.8,0,93.2, -,9.043174
94.7,-97.11795,994.8,0,93.2, -,9.043174
94.75,-97.11795,994.8,0,93.2, -,9.043174
94.8,-97.11795,994.8,0,93.2, -,9.043174
94.85,-97.11795,994.8,0,93.2, -,9.043174
94.9,-97.11795,994.8,0,93.2, -,9.043174
94.95,-94.34767,994.7,2.619048,93.2, -,9.043174
95,-97.11795,994.8,0,93.2, -,9.043174
95.05,-97.11795,994.8,2.619048,93.2, -,9.043174
95.1,-97.11795,994.8,0,93.2, -,9.043174
95.15,-97.11795,994.8,0,93.2, -,9.043174
95.2,-97.11795,994.8,-2.619048,93.2, -,9.043174
95.25,-97.11795,994.8,0,93.2, -,9.043174
95.3,-97.11795,994.8,-2.619048,93.2, -,9.043174
95.35,-94.34767,994.7,0,93.2, -,9.043174
95.4,-97.11795,994.8,-2.619048,93.2, -,9.043174
95.45,-97.11795,994.8,0,93.2, -,9.043174
95.5,-97.11795,994.8,-2.619048, -,,
95.55,-94.34767,994.7,0, -,,
95.6,-97.11795,994.8,0, -,,
95.65,-94.34767,994.7,2.619048, -,,
95.7,-94.34767,994.7,2.619048, -,,
95.75,-94.34767,994.7,2.619048, -,,
95.8,-97.11795,994.8,0, -,,
95.85,-97.11795,994.8,0, -,,
95.9,-97.11795,994.8,0, -,,
95.95,-97.11795,994.8,0, -,,
96,-97.11795,994.8,-2.619048, -,,
96.05,-97.11795,994.8,0, -,,
96.1,-97.11795,994.8,0, -,,
96.15,-97.11795,994.8,0, -,,
